code,rcn,title
CIP-ICT-PSP.2010.2.1,"16455","Coordinating Europeana"
CIP-ICT-PSP.2010.2.5,"16596","Open access to scientific information"
CIP-ICT-PSP.2010.1.4,"16643","Support to eCall implementation based on 112"
NFRP-1,"702116","Continually improving safety and reliability of Generation II and III reactors"
JTI-CS2-2016-CFP04-SYS-03-08,"702285","Electromechanical actuation for landing gear"
NFRP-4,"702119","Research on the safety of small modular reactors"
INNOSUP-02-2016,"701687","European SME innovation Associate - pilot"
H2020-SGA2-EEN,"700929","H2020 2D CONSULTATION EEN"
SwafS-15-2016,"701862","Open Schooling and collaboration on science education"
SC5-14-2016-2017,"701958","Raw materials Innovation actions"
BB-01-2016,"702068","Sustainability schemes for the bio-based economy"
FP7-IDEAS-ERC,,
MG-6.1-2016,"701924","Innovative concepts, systems and services towards 'mobility as a service'"
SC1-HCO-09-2016,"702029","EU mHealth hub including evidence for the integration of mHealth in the healthcare systems"
JTI-CS2-2016-CFP03-FRC-02-15,"702187","Advanced Health Monitoring System for next generation materials"
BBI-2016-D07,"702211","Optimise technical production routes to bio-based chemicals in bio- or chemo-catalytic processes"
LCE-22-2016,"702004","International Cooperation with Brazil on advanced lignocellulosic biofuels"
BBI-2016-D03,"702207","Valorisation of lignin and other side-streams to increase efficiency of biorefineries and increase sustainability of the whole value chain"
BBI-2016-R06,"702197","Bio-based alternatives to improve protection of human health and the environment"
BBI-2016-D08,"702213","New sources of proteins for animal feed from co-products to address the EU protein gap"
BBI-2016-S01,"702215","A roadmap for the chemical industry to a bioeconomy"
LCE-13-2016,"701995","Solutions for reduced maintenance, increased reliability and extended life-time of off-shore wind turbines/farms"
BBI-2016-S02,"702216","Bioeconomy related open access research infrastructure and assessing its capabilities for industry driven development projects"
BBI-2016-S03,"702217","Open-innovation Platform strengthening cooperation and joint development of bio-based industries and downstream sectors"
BBI-2016-R01,"702194","Valorisation of the organic content of wastewater as feedstock, contributing to the renewable circular economy"
BBI-2016-D06,"702209","Valorisation of the organic content of Municipal Solid Waste and contributing to the renewable circular economy"
EE-24-2016-2017,"701982","Making the energy efficiency market investible"
EE-11-2016-2017,"702015","Overcoming market barriers and promoting deep renovation of buildings"
EE-25-2016,"701983","Development and roll-out of innovative energy efficiency services"
IBA-Energy-EED-2016-2017,"702173","Concerted Action EED: support to Member States and participating countries for the implementation of the Energy Efficiency Directive"
JTI-CS2-2016-CFP04-AIR-02-37,"702269","Quilted Stratum Processes (QSP) for low cost and  eco thermoplastic manufacturing of complex composite parts"
JTI-CS2-2016-CFP04-AIR-01-21,"702258","Integrated Automated Test Bench Control System with Certifiable Test Documentation Functionality"
JTI-CS2-2016-CFP04-AIR-02-32,"702264","Testing matrix optimization by interaction between numerical modelling and innovative non-contact measurement technology"
JTI-CS2-2016-CFP04-LPA-01-20,"702235","Hybrid machining for high removal rates and surface integrity applicable for safety critical super alloy parts"
JTI-CS2-2016-CFP04-AIR-02-30,"702262","Development and manufacturing of innovative stamping dies for aluminium ribs Hot Stamping"
RPAS-02,"702292","Drone information management"
IBA-SWFS-EUCYS-2017,"702345","European Union Contest for Young Scientists (EUCYS) 2017"
RPAS-04,"702296","Ground-based technology"
IBA-ARF-IEW-2017,"702432","13. 'Innovative Enterprise Week 2017'"
IBA-SC1-eHealth-2017,"702352","Presidency events - eHealth"
FOF-12-2017,"701831","ICT Innovation for Manufacturing SMEs (I4MS)"
NMBP-38-2017,"702308","Support for the enhancement of the impact of PILOT projects"
SPIRE-12-2017,"701838","Assessment of standardisation needs and ways to overcome regulatory bottlenecks in the process industry"
MG-7-3-2017,"701937","The Port of the future"
SC1-PM-10-2017,"701989","Comparing the effectiveness of existing healthcare interventions in the adult population"
SC1-PM-02-2017,"701968","New concepts in patient stratification"
SC1-PM-08-2017,"701988","New therapies for rare diseases"
SC1-PM-07-2017,"701987","Promoting mental health and well-being in the young"
ICT-41-2017,"702315","Next Generation Internet"
BG-06-2017,"702053","Interaction between people, oceans and seas: a strategic approach towards healthcare and well-being"
EUB-02-2017,"701909","IoT Pilots"
RUR-15-2017,"702070","The benefits of working with others – fostering social capital in the farming sector"
BIOTEC-05-2017,"701809","Microbial platforms for CO2-reuse processes in the low-carbon economy"
FCH-02-11-2016,"702168","MW or multi-MW demonstration of stationary fuel cells"
S2R-OC-IP3-03-2017,"702346","Satellite and autonomous monitoring systems’ solution"
BBI-2016-F01,"702214","Valorisation of by-products or waste-streams from the food processing industry into high added-value products for market applications"
LCE-27-2017,"702005","Measuring, monitoring and controlling the potential risks of subsurface operations related to CCS and unconventional hydrocarbons"
LCE-29-2017,"702007","CCS in industry, including Bio-CCS"
GV-09-2017,"701939","Aerodynamic and flexible trucks"
ENG-GLOBALLY-02-2017,"701875","Shifting global geopolitics and Europe's preparedness for managing risks, mitigation actions and fostering peace"
GV-08-2017,"701940","Electrified urban commercial vehicles integration with fast charging infrastructure"
GV-01-2017,"701942","Optimisation of heavy duty vehicles for alternative fuels use"
CIP-ICT-PSP.2010.3.2.B,"16645","Supporting the EU eHealth governance initiative"
SFS-42-2016,"702106","Promoting food and nutrition security and sustainable agriculture in Africa: the role of innovation"
SCC-02-2016-2017,"701974","Demonstrating innovative nature-based solutions in cities"
CIRC-01-2016-2017,"701825","Systemic, eco-innovative approaches for the circular economy: large-scale demonstration projects"
IBA-SC7-ERNCIP-2017,"702416","Supporting the implementation of the Security Industrial Policy and Action Plan through the European Reference Network for Critical Infrastructure Protection (ERNCIP)"
EEB-08-2017,"701766","New business models for energy-efficient buildings through adaptable refurbishment solutions"
BBI-2016-R07,"702200","Biopolymers with advanced functionalities for high performance applications"
SFS-15-2016-2017,"702088","Breeding livestock for resilience and efficiency"
SFS-02-2016,"702092","Teaming up for good: Exploiting the benefits of species diversity in cropping systems"
SFS-07-2016-2017,"702095","Organic breeding – Increasing the competitiveness of the organic breeding and farming sectors"
SFS-33-2016,"702112","Understanding food value chain and network dynamics"
BG-12-2016,"702049","Towards an integrated Mediterranean Sea Observing System"
SFS-44-2016,"702107","A joint plant breeding programme to decrease the EU's and China's dependency on protein imports"
SFS-06-2016,"702083","Weeding - strategies, tools and technologies for sustainable weed management"
SFS-14-2016,"702087","Understanding host-pathogen-environment interactions"
RUR-04-2016,"702059","Water farms – improving farming and its impact on the supply of drinking water"
RUR-06-2016,"702060","Crop diversification systems for the delivery of food, feed, industrial products and ecosystems services - from farm benefits to value-chain organisation"
SFS-31-2016,"702103","Farming for tomorrow - developing an enabling environment for resilient and sustainable agricultural systems"
SFS-37-2016,"702072","The impact of consumer practices in food safety: risks and mitigation strategies"
RUR-07-2016,"702061","Resource-efficient and profitable industrial crops on marginal land"
SFS-45-2016,"702108","Increase overall transparency of processed agri-food products"
SFS-21-2016-2017,"702073","Advancing basic biological knowledge and improving management tools for commercially important fish and other seafood species"
SFS-03-2016,"702099","Testing and breeding for sustainability and resilience in crops"
LCE-28-2017,"702006","Highly flexible and efficient fossil fuel power plants"
IMI2-2016-09-04,"702222","NEXT GENERATION OF ELECTRONIC TRANSLATIONAL SAFETY – NEXGETS"
IMI2-2015-07-04,"702161","DRY AGE-RELATED MACULAR DEGENERATION: DEVELOPMENT OF NOVEL CLINICAL ENDPOINTS FOR CLINICAL TRIALS WITH A REGULATORY AND PATIENT ACCESS INTENTION"
IMI2-2016-09-01,"702227","ADDRESSING THE CLINICAL BURDEN OF CLOSTRIDIUM DIFFICILE INFECTION (CDI): EVALUATION OF THE BURDEN, CURRENT PRACTICES AND SET-UP OF A EUROPEAN RESEARCH PLATFORM  (PART OF THE IMI NEW DRUGS FOR BAD BUGS (ND4BB) PROGRAMME)"
ENG-GLOBALLY-01-2017,"701874","Strengthening Europe's position in the global context: science diplomacy and intercultural relations"
ENG-GLOBALLY-03-2017,"701876","The European Union and the global challenge of migration"
LCE-05-2017,"702011","Tools and technologies for coordination and integration of the European energy system"
EUB-01-2017,"701908","Cloud Computing"
IMI2-2016-09-02,"702226","DEVELOPMENT OF IMMUNE TOLERANCE THERAPIES FOR THE TREATMENT OF RHEUMATIC DISEASES"
S2R-CFM-IP5-01-2017,"702333","Real-time information applications and energy efficient solutions for rail freight"
S2R-CFM-IP2-01-2017,"702331","Enhancing railway signalling systems thanks to applying satellite positioning; developing an on-board safe Train Integrity; applying formal methods approach and standardised interfaces, and enhancing Traffic Management System (TMS) functions"
S2R-CFM-CCA-01-2017,"702334","Improving railway services for users and operators"
S2R-CFM-IP3-01-2017,"702330","Smart system energy management solutions and future station solutions"
S2R-OC-IP1-02-2017,"702343","Tools, methodologies and technological development of the next generation of Running Gear"
S2R-CFM-IP4-01-2017,"702332","Technical framework for attractive railway services"
S2R-CFM-IP4-02-2017,"702328","IP4 overall integration and demonstration"
S2R-OC-IP4-01-2017,"702335","Smart technologies for improved travel companion and trip tracking"
LCE-16-2017,"701997","2nd Generation of design tools for ocean energy devices and arrays development and deployment"
SEC-18-BES-2017,"701787","Acceptance of no gate crossing point solutions"
ICT-2010.10.3,,
IMI-JU-01-2008-16,"666800","Pharmaceutical Medicine Training Programme"
IBA-SC6-EUROMED-2016,"702228","Presidency Conference on Strengthening Euro-Mediterranean cooperation through Research and Innovation"
RUR-01-2016,"702055","Consolidated policy framework and governance models for synergies in rural-urban linkages"
SFS-38-2016,"702078","Impulsivity and compulsivity and the link with nutrition, lifestyle and the socio-economic environment"
ECSEL-2016-1,"702190","ECSEL Key Applications and Essential technologies (RIA)"
ECSEL-2016-2,"702192","ECSEL Key Applications and Essential Technologies (IA)"
S2R-OC-IP2-01-2017,"702344","Operational conditions of the signalling and automation systems; signalling system hazard analysis and GNSS SIS characterization along with Formal Method application in railway field"
LCE-30-2017,"702008","Geological storage pilots"
EE-20-2017,"701978","Bringing to market more energy efficient and integrated data centres"
JTI-CS2-2016-CFP05-TE2-01-01,"702366","Airport Level Assessment (Fixed-wing)"
EO-3-2017,"702316","Preparation for a European capacity to monitor CO2 anthropogenic emissions"
SFS-50-2017,"702303","Supporting international cooperation activities on agriculture soil contribution to climate change mitigation and adaptation"
BG-04-2017,"702052","Multi-use of the oceans marine space, offshore and near-shore: Enabling technologies"
SFS-48-2017,"702111","Resource-efficient urban agriculture for multiple benefits – contribution to the EU-China Urbanisation Partnership"
SFS-35-2017,"702077","Innovative solutions for sustainable food packaging"
BG-14-2017,"702311","Monitoring and assessing fish stocks, other pelagic species and habitats with an automated, non-invasive, opto-acoustic system."
SFS-18-2017,"702306","Support to the development and implementation of FOOD 2030 - a European research and innovation policy framework for food and nutrition security"
SFS-04-2017,"702098","New partnerships and tools to enhance European capacities for in-situ conservation"
BG-08-2017,"702051","Innovative sustainable solutions for improving the safety and dietary properties of seafood"
ENG-GLOBALLY-05-2017,"701877","The strategic potential of EU external trade policy"
CO-CREATION-07-2017,"701850","Towards a new growth strategy in Europe - Improved economic and social measurement, data and official statistics"
REV-INEQUAL-13-2017,"702301","Research on employability, skills and labour market integration of migrants"
ENG-GLOBALLY-07-2017,"701880","The European Union and Central Asia"
